prob_id,cue1,cue2,cue3,solution,correct,responses,timings
16,LIFT,CARD,MASK,FACE,False,"WATER,HAND,HOLD,PLAY,BOARD,DOWN,HOT,GOOD,PLASTIC,PAPER,THIN,FOOD,PROBLEM,FIRE","[0.109, 0.214, 0.33, 0.464, 0.592, 0.726, 0.851, 0.9570000000000001, 1.061, 1.167, 1.29, 1.42, 1.5350000000000001, 1.666, 1.7830000000000001, 1.9020000000000001, 2.015, 2.136, 2.243, 2.355, 2.468, 2.576, 2.6790000000000003, 2.8080000000000003, 2.918, 3.019, 3.123, 3.243, 3.359, 3.472, 3.59, 3.69, 3.805, 3.926, 4.034, 4.146, 4.311, 4.406, 4.752, 4.867, 4.978, 5.078, 5.189, 5.301, 5.423, 5.524, 5.628, 5.745, 5.854, 5.97, 6.079, 6.3, 6.417, 6.526, 6.633, 6.736, 6.8340000000000005, 7.059, 7.172, 7.277, 7.511, 7.636, 7.742, 7.837, 7.953, 8.177, 8.6, 8.714, 8.821, 8.94, 9.214, 9.357, 9.502, 9.643, 9.776, 9.903]"
17,MAIL,BOARD,LUNG,BLACK,False,"BODY,TORN,ISLAND,WATER,ORGANIZATION,MANAGEMENT,RIGHT","[0.109, 0.213, 0.324, 0.443, 0.559, 0.661, 0.764, 0.875, 0.982, 1.077, 1.182, 1.306, 1.417, 1.52, 1.622, 1.738, 1.848, 1.981, 2.072, 2.174, 2.2840000000000003, 2.391, 2.5140000000000002, 2.617, 2.723, 2.833, 2.931, 3.033, 3.136, 3.235, 3.339, 3.447, 3.561, 3.664, 3.7560000000000002, 3.857, 3.956, 4.061, 4.172, 4.289, 4.399, 4.5040000000000004, 4.601, 4.698, 4.799, 4.909, 5.03, 5.127, 5.232, 5.351, 5.461, 5.572, 5.683, 5.917, 6.031, 6.144, 6.244, 6.344, 6.442, 6.682, 6.801, 6.902, 7.016, 7.128, 7.227, 7.338, 7.44, 7.547000000000001, 7.65, 7.784, 7.992, 8.096, 8.199, 8.285, 8.395, 8.501, 8.611, 8.716, 8.816, 8.937, 9.036, 9.142, 9.249, 9.352, 9.464, 9.67, 9.790000000000001, 9.892]"
22,DUST,CEREAL,FISH,BOWL,False,"BAD,FOOD,NET,RIVER,RAW","[0.109, 0.223, 0.37, 0.51, 0.634, 0.753, 0.893, 0.992, 1.106, 1.19, 1.327, 1.456, 1.589, 1.719, 1.838, 1.938, 2.037, 2.162, 2.3040000000000003, 2.449, 2.556, 2.653, 2.7680000000000002, 2.855, 2.984, 3.115, 3.233, 3.368, 3.486, 3.59, 3.7, 3.8080000000000003, 3.927, 4.051, 4.418, 4.542, 4.671, 4.79, 4.91, 5.035, 5.15, 5.545, 5.995, 6.091, 6.21, 6.323, 6.847, 7.102, 7.621, 7.743, 7.8420000000000005, 7.948, 8.290000000000001, 8.408, 8.528, 8.954, 9.051, 9.532, 9.659, 9.78, 9.9]"
19,CHOCOLATE,FORTUNE,TIN,COOKIE,True,"MONEY,COOKIE","[0.111, 0.202, 0.34, 0.468, 0.603, 0.711, 0.841, 0.9380000000000001, 1.041, 1.147, 1.2710000000000001, 1.3760000000000001, 1.484, 1.589, 1.697, 1.793, 1.895, 1.996, 2.097, 2.21, 2.318, 2.426, 2.536, 2.6430000000000002, 2.7720000000000002, 2.89, 2.991, 3.098, 3.203, 3.3040000000000003, 3.4090000000000003, 3.519, 3.625, 3.743, 3.842, 3.954, 4.065, 4.176, 4.298, 4.414, 4.5360000000000005, 4.643, 4.753, 4.864, 4.966, 5.066, 5.171, 5.277, 5.38, 5.479, 5.6850000000000005, 5.921, 6.037, 6.265000000000001, 6.37, 6.477, 6.583, 6.691, 6.789, 6.8950000000000005, 7.011, 7.118, 7.226, 7.333, 7.452, 7.557, 7.676, 8.115, 8.218, 8.321, 8.432, 8.664, 8.786, 8.89, 9.001, 9.233, 9.38, 9.483, 9.592, 9.703, 9.809000000000001]"
16,LIFT,CARD,MASK,FACE,False,"FOOD,GOOD,PLAY,NOTE,NUMBER,POST,MAN,KING,BALL,WILD,TABLE,WHITE,COLOR,FIRST","[0.106, 0.202, 0.306, 0.426, 0.554, 0.679, 0.8210000000000001, 0.9560000000000001, 1.051, 1.141, 1.236, 1.364, 1.5050000000000001, 1.643, 1.7770000000000001, 1.907, 2.031, 2.141, 2.261, 2.387, 2.507, 2.632, 2.749, 2.859, 2.956, 3.086, 3.202, 3.329, 3.456, 3.571, 3.696, 3.8120000000000003, 3.922, 4.038, 4.282, 4.3950000000000005, 4.499, 4.604, 4.71, 4.813, 5.05, 5.151, 5.266, 5.398, 5.518, 5.617, 6.0920000000000005, 6.199, 6.309, 6.425, 6.5360000000000005, 6.647, 7.1080000000000005, 7.464, 7.579, 7.689, 7.7940000000000005, 7.908, 8.267, 8.501, 8.605, 8.806000000000001, 8.901, 9.113, 9.229000000000001, 9.349, 9.474, 9.589, 9.823, 9.919]"
14,SPEAK,MONEY,STREET,EASY,False,"GIVE,TRADE,EMPIRE,RICH,MEDICINE,MARKET,EXTRA,NEED,INDUSTRY,COMPANY,WORK,DUE,BOOK,MUCH,MORE,WAY,LIGHT,SIGN,POVERTY","[0.10400000000000001, 0.23600000000000002, 0.394, 0.548, 0.679, 0.885, 0.987, 1.088, 1.185, 1.345, 1.48, 1.6620000000000001, 1.809, 1.95, 2.105, 2.261, 2.41, 2.578, 2.706, 2.848, 2.985, 3.1, 3.198, 3.303, 3.44, 3.5780000000000003, 3.71, 3.839, 3.98, 4.083, 4.205, 4.354, 4.497, 4.638, 4.756, 4.901, 5.0600000000000005, 5.159, 5.2620000000000005, 5.401, 5.539, 5.698, 5.947, 6.051, 6.164, 6.297, 6.43, 6.719, 6.8580000000000005, 6.994, 7.4030000000000005, 7.543, 7.9, 8.473, 8.613, 8.717, 8.826, 9.212, 9.473, 9.612, 9.996]"
20,HOUND,PRESSURE,SHOT,BLOOD,True,"BAD,WATER,BLOOD","[0.109, 0.199, 0.34600000000000003, 0.466, 0.593, 0.708, 0.8300000000000001, 0.93, 1.033, 1.135, 1.239, 1.336, 1.484, 1.617, 1.7570000000000001, 1.87, 1.991, 2.111, 2.249, 2.375, 2.501, 2.613, 2.73, 2.833, 2.95, 3.051, 3.149, 3.244, 3.355, 3.48, 3.581, 3.6830000000000003, 3.786, 4.011, 4.133, 4.251, 4.369, 4.477, 4.577, 4.68, 4.78, 5.007, 5.113, 5.2250000000000005, 5.339, 5.455, 6.106, 6.21, 6.572, 6.678, 6.793, 6.899, 7.132000000000001, 7.238, 7.346, 7.4510000000000005, 7.58, 7.698, 7.82, 7.939, 8.05, 8.167, 8.267, 8.38, 8.58, 8.683, 8.793000000000001, 8.904, 9.01, 9.119, 9.235, 9.341000000000001, 9.686, 9.932]"
3,TIME,HAIR,STRETCH,LONG,True,"BAD,LEGS,PULL,FLEXIBLE,BEND,BREAK,BROKEN,MAN,RUBBER,LONG","[0.109, 0.198, 0.319, 0.445, 0.557, 0.666, 0.78, 0.91, 1.008, 1.129, 1.262, 1.3780000000000001, 1.476, 1.594, 1.7, 1.808, 1.921, 2.033, 2.1550000000000002, 2.2640000000000002, 2.366, 2.468, 2.574, 2.705, 2.8000000000000003, 2.9170000000000003, 3.0180000000000002, 3.128, 3.235, 3.344, 3.451, 3.563, 3.664, 3.763, 3.87, 3.976, 4.088, 4.188, 4.296, 4.398, 4.5, 4.619, 4.747, 4.8580000000000005, 4.969, 5.08, 5.1770000000000005, 5.284, 5.516, 5.739, 5.846, 5.9510000000000005, 6.04, 6.142, 6.243, 6.349, 6.45, 6.558, 6.665, 6.771, 6.988, 7.113, 7.337, 7.439, 7.562, 7.66, 7.76, 7.857, 7.9590000000000005, 8.204, 8.31, 8.753, 8.86, 8.966, 9.074, 9.178, 9.288, 9.393, 9.506, 9.83, 9.933]"
6,DATE,ALLEY,FOLD,BLIND,False,"GOOD,CUT,CAN,BLACK,WAY,ONE,WRONG,CRIME,COUNTRY,OLD","[0.107, 0.23, 0.343, 0.456, 0.5730000000000001, 0.708, 0.833, 0.9580000000000001, 1.053, 1.149, 1.292, 1.417, 1.5330000000000001, 1.6620000000000001, 1.784, 1.8900000000000001, 2.0340000000000003, 2.166, 2.294, 2.392, 2.499, 2.602, 2.704, 2.833, 2.94, 3.049, 3.166, 3.275, 3.388, 3.486, 3.584, 3.692, 3.795, 3.902, 4.005, 4.121, 4.2170000000000005, 4.4270000000000005, 4.5360000000000005, 4.632, 4.7330000000000005, 4.836, 4.9350000000000005, 5.031, 5.1370000000000005, 5.232, 5.565, 5.673, 5.774, 5.8790000000000004, 5.9830000000000005, 6.079, 6.215, 6.353, 6.486, 6.617, 6.739, 6.86, 6.976, 7.103, 7.248, 7.365, 7.463, 7.914000000000001, 8.466, 8.664, 8.765, 8.875, 8.984, 9.087, 9.88, 9.976]"
6,DATE,ALLEY,FOLD,BLIND,False,"DARK,ALONE,CHILD,BLOOD,PEOPLE,HOME,NUMBER,HARD,MEAN,BAD,WORK,FOOD","[0.111, 0.20700000000000002, 0.35100000000000003, 0.47000000000000003, 0.602, 0.723, 0.848, 0.9530000000000001, 1.07, 1.195, 1.32, 1.441, 1.544, 1.653, 1.758, 1.871, 1.973, 2.069, 2.176, 2.286, 2.404, 2.511, 2.617, 2.718, 2.826, 2.928, 3.032, 3.1550000000000002, 3.263, 3.3850000000000002, 3.49, 3.591, 3.692, 3.798, 3.9, 4.016, 4.121, 4.247, 4.36, 4.623, 4.745, 4.848, 4.981, 5.3420000000000005, 5.444, 5.545, 5.6530000000000005, 5.871, 6.323, 6.4350000000000005, 6.543, 6.659, 6.7620000000000005, 6.884, 6.994, 7.099, 7.34, 7.44, 7.556, 7.666, 7.889, 8.013, 8.115, 8.333, 8.443, 8.551, 8.649000000000001, 8.77, 8.883000000000001, 9.132, 9.243, 9.367, 9.939]"
10,COIN,QUICK,SPOON,SILVER,True,"FRESH,SILVER","[0.109, 0.216, 0.331, 0.454, 0.56, 0.659, 0.777, 0.889, 1.0150000000000001, 1.119, 1.2570000000000001, 1.4040000000000001, 1.543, 1.688, 1.818, 1.944, 2.086, 2.21, 2.334, 2.424, 2.528, 2.633, 2.757, 2.884, 2.998, 3.106, 3.229, 3.343, 3.4490000000000003, 3.553, 3.786, 3.892, 4.002, 4.097, 4.198, 4.3100000000000005, 4.425, 4.774, 4.873, 4.986, 5.087, 5.3180000000000005, 5.43, 5.665, 5.774, 5.885, 5.992, 6.219, 6.322, 6.67, 6.764, 6.875, 7.231, 7.354, 7.455, 7.573, 7.681, 7.9990000000000006, 8.106, 8.303, 8.404, 8.506, 8.611, 8.707, 8.809000000000001, 8.935, 9.035, 9.14, 9.251, 9.358, 9.903]"
5,LAND,HAND,HOUSE,FARM,False,"WATER,DOG,TREE,BIRD,SMOKY,CONGRESS,MANNER,ADDRESS,HOME,PREMISES,FOUNDATION,FLOOR,COLUMN,FAMILY,COMMUNITY,FURNITURE,MOVE,GLASS,HOOD,STORE,MONEY,OWNER,CLEAN,CARPET,ARCHITECTURE,MAP","[0.107, 0.213, 0.365, 0.539, 0.659, 0.81, 0.9460000000000001, 1.05, 1.169, 1.342, 1.488, 1.641, 1.797, 1.9060000000000001, 2.021, 2.1710000000000003, 2.313, 2.45, 2.581, 2.722, 2.851, 3.0020000000000002, 3.16, 3.289, 3.42, 3.517, 3.62, 3.759, 3.907, 4.029, 4.183, 4.312, 4.444, 4.593, 4.728, 4.83, 4.933, 5.042, 5.164, 5.493, 5.7860000000000005, 5.913, 6.33, 6.478, 7.508, 7.61, 7.727, 7.855, 7.98, 8.118, 8.248, 8.38, 8.513, 8.636000000000001, 8.767, 8.902000000000001, 9.019, 9.312, 9.732]"
7,BUMP,EGG,STEP,GOOSE,False,"HIGH,DOWN,MAN,HIT,WHITE,RED,MIGHT,DO,CAR,GOOD","[0.107, 0.213, 0.34500000000000003, 0.482, 0.607, 0.741, 0.865, 0.966, 1.074, 1.172, 1.297, 1.425, 1.54, 1.6500000000000001, 1.762, 1.862, 1.973, 2.071, 2.179, 2.293, 2.403, 2.501, 2.607, 2.71, 2.8080000000000003, 2.928, 3.0380000000000003, 3.141, 3.251, 3.369, 3.468, 3.5820000000000003, 3.692, 3.803, 3.912, 4.0200000000000005, 4.119, 4.213, 4.33, 4.446, 4.551, 4.6610000000000005, 5.003, 5.119, 5.218, 5.345, 5.702, 6.054, 6.166, 6.271, 6.3740000000000006, 6.587, 6.692, 6.801, 6.902, 7.006, 7.236, 7.347, 7.458, 7.559, 7.862, 8.091, 8.194, 8.413, 8.531, 8.64, 8.755, 8.974, 9.09, 9.188, 9.303, 9.409, 9.536, 9.65, 9.751, 9.846, 9.958]"
23,TOOTH,POTATO,HEART,SWEET,False,"BROKEN,ROOT,FAT,SILVER,PRESENT,NOW,DEAD","[0.107, 0.233, 0.357, 0.49, 0.613, 0.731, 0.873, 0.978, 1.067, 1.174, 1.315, 1.443, 1.585, 1.722, 1.85, 1.983, 2.113, 2.248, 2.365, 2.474, 2.563, 2.688, 2.7960000000000003, 3.0540000000000003, 3.1710000000000003, 3.286, 3.4010000000000002, 3.5100000000000002, 3.609, 3.706, 3.815, 3.918, 4.022, 4.127, 4.232, 4.345, 4.4510000000000005, 4.567, 4.676, 4.799, 4.9, 4.997, 5.103, 5.207, 5.32, 5.4350000000000005, 5.7860000000000005, 5.897, 6.009, 6.112, 6.25, 6.381, 6.501, 6.628, 6.747, 6.873, 6.997, 7.1240000000000006, 7.242, 7.367, 7.832, 8.174, 8.287, 8.395, 8.5, 8.73, 9.093, 9.199, 9.436, 9.553, 9.659, 9.895, 9.998]"
15,WATER,TOBACCO,STOVE,PIPE,True,PIPE,"[0.116, 0.248, 0.359, 0.46900000000000003, 0.601, 0.719, 0.8320000000000001, 0.9430000000000001, 1.049, 1.145, 1.237, 1.345, 1.457, 1.581, 1.681, 1.7890000000000001, 1.9120000000000001, 2.019, 2.126, 2.225, 2.329, 2.439, 2.549, 2.6510000000000002, 2.761, 2.849, 2.95, 3.044, 3.212, 3.357, 3.5060000000000002, 3.6550000000000002, 3.805, 3.944, 4.049, 4.156, 4.524, 4.614, 4.721, 4.844, 4.9510000000000005, 5.0600000000000005, 5.1770000000000005, 5.289, 5.398, 5.509, 5.724, 5.832, 5.932, 6.043, 6.258, 6.377, 6.481, 6.587, 6.687, 6.793, 6.894, 7.003, 7.107, 7.323, 7.433, 7.532, 7.640000000000001, 7.864, 7.9910000000000005, 8.093, 8.204, 8.31, 8.416, 8.533, 8.64, 8.762, 8.858, 8.973, 9.088000000000001, 9.198, 9.65, 9.764, 9.871, 9.982000000000001]"
15,WATER,TOBACCO,STOVE,PIPE,False,"LAND,COLD,ISLAND,CURRENT,BIG","[0.108, 0.251, 0.38, 0.532, 0.6930000000000001, 0.854, 0.968, 1.068, 1.266, 1.434, 1.591, 1.741, 1.915, 2.0, 2.109, 2.289, 2.458, 2.585, 2.743, 2.894, 3.0020000000000002, 3.119, 3.253, 3.411, 3.548, 3.726, 3.88, 4.135, 4.273, 4.4190000000000005, 4.564, 4.697, 4.811, 4.917, 5.026, 5.179, 5.65, 5.947, 6.2780000000000005, 6.388, 6.506, 6.652, 6.803, 6.9510000000000005, 7.09, 7.211, 7.329, 7.792, 7.925, 8.026, 8.13, 8.239, 8.388, 9.657]"
2,WIDOW,BITE,MONKEY,SPIDER,True,SPIDER,"[0.11, 0.218, 0.34900000000000003, 0.489, 0.624, 0.753, 0.882, 0.975, 1.098, 1.19, 1.314, 1.443, 1.577, 1.736, 1.859, 2.004, 2.128, 2.228, 2.336, 2.447, 2.579, 2.722, 2.84, 2.948, 3.055, 3.1790000000000003, 3.2840000000000003, 3.386, 3.6350000000000002, 3.765, 3.857, 4.186, 4.306, 4.417, 4.9270000000000005, 5.049, 5.156, 5.259, 5.364, 5.454, 5.609, 5.739, 5.881, 6.047, 6.173, 6.37, 6.518, 6.799, 6.9350000000000005, 7.055, 7.155, 7.266, 7.4030000000000005, 7.538, 7.6610000000000005, 7.785, 7.898000000000001, 8.028, 8.16, 8.39, 8.502, 8.612, 8.713000000000001, 8.823, 8.948, 9.162, 9.266]"
6,DATE,ALLEY,FOLD,BLIND,True,"FOOD,DAY,BLACK,DARK,CAT,ROAD,BAD,MEAN,BLIND","[0.10400000000000001, 0.23500000000000001, 0.372, 0.494, 0.623, 0.761, 0.887, 1.0030000000000001, 1.111, 1.201, 1.331, 1.439, 1.564, 1.692, 1.805, 1.923, 2.025, 2.1390000000000002, 2.246, 2.348, 2.45, 2.577, 2.688, 2.7920000000000003, 2.896, 3.0140000000000002, 3.118, 3.233, 3.348, 3.434, 3.54, 3.637, 3.747, 3.858, 3.976, 4.08, 4.206, 4.304, 4.421, 4.539, 4.647, 4.759, 4.865, 4.973, 5.085, 5.18, 5.287, 5.5840000000000005, 5.735, 5.87, 6.005, 6.140000000000001, 6.265000000000001, 6.4, 6.537, 6.643, 6.751, 7.385, 7.5040000000000004, 7.615, 7.731, 7.986, 8.091, 8.785, 8.898, 9.008000000000001, 9.113, 9.215, 9.434000000000001, 9.546, 9.655]"
24,PRINT,BERRY,BIRD,BLUE,False,"GOOD,TYPE,BIG,EASY,SOFT,ORIGINAL,TREE,OLIVE,WHITE,FRIEND,HOUSE,LIGHT,TALK","[0.11, 0.209, 0.332, 0.455, 0.5640000000000001, 0.6960000000000001, 0.794, 0.903, 0.992, 1.107, 1.224, 1.331, 1.446, 1.569, 1.671, 1.7910000000000001, 1.8980000000000001, 2.012, 2.128, 2.234, 2.358, 2.479, 2.587, 2.7, 2.81, 2.918, 3.036, 3.144, 3.257, 3.366, 3.481, 3.591, 3.696, 3.797, 3.919, 4.048, 4.1530000000000005, 4.2540000000000004, 4.4030000000000005, 4.554, 4.687, 4.817, 4.9350000000000005, 5.071, 5.1930000000000005, 5.469, 5.596, 5.735, 5.861, 5.988, 6.085, 6.19, 7.11, 7.682, 7.806, 7.914000000000001, 8.028, 8.143, 8.238, 8.343, 8.444, 8.677, 8.798, 8.899000000000001, 9.133000000000001, 9.239, 9.35, 9.455, 9.571, 9.677, 9.787, 9.883000000000001, 9.996]"
10,COIN,QUICK,SPOON,SILVER,True,"RUN,ME,SMALL,SAMPLE,ANOTHER,NOT,SILVER","[0.105, 0.202, 0.314, 0.445, 0.553, 0.6880000000000001, 0.81, 0.929, 1.028, 1.1340000000000001, 1.209, 1.329, 1.45, 1.559, 1.683, 1.805, 1.927, 2.049, 2.1670000000000003, 2.302, 2.419, 2.529, 2.641, 2.7520000000000002, 2.853, 2.955, 3.078, 3.188, 3.311, 3.42, 3.539, 3.759, 3.864, 3.964, 4.066, 4.178, 4.285, 4.388, 4.599, 4.704, 4.819, 4.931, 5.035, 5.141, 5.249, 5.36, 5.469, 5.92, 6.0280000000000005, 6.135, 6.2330000000000005, 6.346, 6.45, 6.5600000000000005, 6.665, 6.7700000000000005, 6.878, 6.985, 7.09, 7.191, 7.305, 7.524, 7.6370000000000005, 7.743, 7.862, 8.293000000000001, 8.766, 8.871, 8.978, 9.89, 9.992]"
9,BROKEN,CLEAR,EYE,GLASS,True,"FOOD,WATER,LAKE,BLUE,GLASS","[0.106, 0.229, 0.323, 0.452, 0.5760000000000001, 0.687, 0.8, 0.914, 1.0110000000000001, 1.11, 1.235, 1.346, 1.478, 1.6, 1.71, 1.835, 1.936, 2.057, 2.166, 2.299, 2.422, 2.54, 2.66, 2.763, 2.867, 2.989, 3.117, 3.241, 3.344, 3.456, 3.575, 3.673, 3.791, 3.906, 4.018, 4.124, 4.231, 4.343, 4.44, 4.538, 4.65, 4.761, 4.877, 5.211, 5.321, 5.431, 5.718, 6.074, 6.184, 6.331, 6.434, 6.65, 6.753, 6.8740000000000006, 6.974, 7.078, 7.53, 7.636, 7.964, 8.185, 8.398, 8.734, 9.182, 9.283, 9.381, 9.498, 9.71, 9.819]"
6,DATE,ALLEY,FOLD,BLIND,True,"TIME,TODAY,MAN,FOOD,BOY,FIRST,BLIND","[0.109, 0.211, 0.34, 0.47400000000000003, 0.594, 0.723, 0.839, 0.9560000000000001, 1.051, 1.192, 1.321, 1.448, 1.578, 1.707, 1.82, 1.947, 2.069, 2.197, 2.299, 2.398, 2.497, 2.617, 2.736, 2.853, 2.979, 3.109, 3.231, 3.34, 3.45, 3.548, 3.648, 3.7520000000000002, 3.856, 3.972, 4.094, 4.336, 4.447, 4.564, 4.678, 4.79, 5.015, 5.1370000000000005, 5.24, 5.344, 5.464, 5.567, 5.659, 6.4910000000000005, 6.716, 6.8180000000000005, 6.917, 7.03, 7.136, 7.49, 7.596, 7.704, 7.812, 7.917, 8.034, 8.281, 8.382, 8.495000000000001, 8.703, 8.813, 9.752]"
1,DEMON,LIMIT,WAY,SPEED,False,"MONEY,BAD,MEAN,MATERIAL,THING,STUBBORN,GREAT,HOT,BETWEEN","[0.109, 0.216, 0.336, 0.447, 0.5680000000000001, 0.671, 0.791, 0.905, 1.0090000000000001, 1.105, 1.215, 1.31, 1.407, 1.5170000000000001, 1.621, 1.72, 1.823, 1.924, 2.027, 2.14, 2.253, 2.369, 2.475, 2.585, 2.694, 2.798, 2.9050000000000002, 3.016, 3.125, 3.226, 3.335, 3.4450000000000003, 3.556, 3.661, 3.763, 3.88, 3.982, 4.087, 4.192, 4.2860000000000005, 4.422, 4.55, 4.689, 4.821, 4.955, 5.071, 5.189, 5.307, 5.434, 5.57, 5.678, 5.798, 5.916, 6.123, 6.243, 6.47, 6.7, 7.0200000000000005, 7.134, 7.245, 7.36, 7.4670000000000005, 7.575, 7.791, 7.9, 8.017, 8.121, 8.224, 8.345, 8.442, 8.662, 8.774000000000001, 9.087, 9.19, 9.293000000000001, 9.398, 9.516, 9.628, 9.938]"
10,COIN,QUICK,SPOON,SILVER,True,"RUN,SOON,SILVER","[0.106, 0.215, 0.373, 0.523, 0.645, 0.764, 0.891, 0.982, 1.082, 1.172, 1.304, 1.431, 1.559, 1.688, 1.814, 1.95, 2.066, 2.1710000000000003, 2.2800000000000002, 2.364, 2.488, 2.607, 2.728, 2.861, 2.985, 3.115, 3.231, 3.372, 3.498, 3.622, 3.751, 3.876, 3.977, 4.09, 4.198, 4.322, 4.7, 5.189, 5.2940000000000005, 5.393, 5.509, 5.612, 5.729, 5.836, 5.9510000000000005, 6.065, 6.555, 6.66, 6.773000000000001, 7.1290000000000004, 7.2330000000000005, 7.337, 7.448, 7.5440000000000005, 7.65, 8.277000000000001, 8.39, 8.533, 8.654, 8.769, 8.870000000000001]"
9,BROKEN,CLEAR,EYE,GLASS,False,"WATER,TOGETHER,CAST,HALF,WHOLE,ONE,REPLACE,TORN,SOLID,ARM,JOINT,BONE,BENT,LEG,RULE,ATTENTION,CLOSE,HOLD,LOVE,MUSIC,JOURNEY,SEE","[0.107, 0.23700000000000002, 0.37, 0.501, 0.636, 0.773, 0.891, 1.0030000000000001, 1.109, 1.228, 1.36, 1.483, 1.607, 1.736, 1.857, 1.977, 2.082, 2.178, 2.301, 2.422, 2.5460000000000003, 2.6550000000000002, 2.77, 2.888, 3.0, 3.1270000000000002, 3.226, 3.339, 3.442, 3.5580000000000003, 3.669, 3.7760000000000002, 4.002, 4.105, 4.212, 4.315, 4.553, 4.676, 4.78, 4.89, 5.114, 5.234, 5.338, 5.4430000000000005, 5.554, 5.66, 6.003, 6.347, 6.447, 6.673, 7.333, 7.667, 7.995, 8.099, 8.211, 8.485, 8.809000000000001, 9.163, 9.384, 9.494, 9.603, 9.716000000000001, 9.934000000000001]"
6,DATE,ALLEY,FOLD,BLIND,False,"GOOD,BACK,BLACK,ORANGE,BAR,DARK,FAIR","[0.107, 0.229, 0.34500000000000003, 0.466, 0.594, 0.72, 0.849, 0.964, 1.069, 1.165, 1.286, 1.407, 1.537, 1.663, 1.7830000000000001, 1.9020000000000001, 2.036, 2.1550000000000002, 2.262, 2.37, 2.464, 2.571, 2.677, 2.7960000000000003, 2.902, 3.001, 3.1, 3.208, 3.318, 3.428, 3.653, 3.7600000000000002, 3.884, 3.987, 4.09, 4.213, 4.316, 4.416, 4.514, 4.613, 4.724, 4.837, 5.049, 5.158, 5.273, 5.382, 5.496, 5.719, 5.822, 5.924, 6.1610000000000005, 6.268, 6.376, 6.479, 6.704, 6.924, 7.0200000000000005, 7.148000000000001, 7.242, 7.346, 7.457, 7.67, 8.129, 8.231, 8.339, 8.687, 8.787, 9.018, 9.128, 9.236, 9.339, 9.806000000000001, 9.919]"
24,PRINT,BERRY,BIRD,BLUE,True,BLUE,"[0.109, 0.209, 0.326, 0.436, 0.555, 0.669, 0.776, 0.874, 0.969, 1.067, 1.169, 1.278, 1.389, 1.496, 1.604, 1.709, 1.823, 1.945, 2.041, 2.1430000000000002, 2.244, 2.36, 2.473, 2.58, 2.696, 2.805, 2.92, 3.02, 3.1390000000000002, 3.24, 3.359, 3.461, 3.59, 3.694, 3.798, 3.9, 4.013, 4.122, 4.224, 4.33, 4.437, 4.534, 4.64, 4.751, 4.861, 4.964, 5.07, 5.289, 5.394, 5.498, 5.597, 5.705, 5.812, 5.906, 6.027, 6.154, 6.378, 6.497, 6.613, 6.739, 6.845, 6.96, 7.0600000000000005, 7.166, 7.272, 7.373, 7.484, 7.595, 7.6930000000000005, 7.8, 8.023, 8.138, 8.255, 8.364, 8.468, 8.576, 8.688, 8.792, 8.892, 9.002, 9.101, 9.213000000000001, 9.319, 9.424, 9.532, 9.663, 9.77, 9.983]"
3,TIME,HAIR,STRETCH,LONG,False,"STYLE,GRAY,REACH,BOTTOM,CAT,FACE,TREATMENT,REMOVE","[0.116, 0.28, 0.444, 0.588, 0.719, 0.851, 0.96, 1.062, 1.201, 1.341, 1.463, 1.614, 1.7630000000000001, 1.8880000000000001, 1.999, 2.096, 2.219, 2.369, 2.5060000000000002, 2.6470000000000002, 2.7840000000000003, 2.904, 3.0100000000000002, 3.115, 3.2520000000000002, 3.3850000000000002, 3.516, 3.642, 3.758, 3.868, 3.963, 4.088, 4.212, 4.333, 4.457, 4.6000000000000005, 4.747, 4.88, 5.018, 5.152, 5.258, 5.364, 5.461, 5.587, 5.722, 6.001, 6.107, 6.2090000000000005, 6.862, 6.965, 7.065, 7.191, 7.572, 7.704, 7.96, 8.087, 8.199, 8.327, 8.425, 9.329, 9.453, 9.966000000000001]"
25,DUE,LIFE,TENSE,PAST,True,"TIME,LONG,LIVING,ENERGY,LOVE,STRUGGLE,SOUL,EVERYTHING,FOREVER,MAGAZINE,HOURS,CONTROL,HIGH,PAST","[0.106, 0.253, 0.378, 0.509, 0.65, 0.79, 0.928, 1.032, 1.131, 1.2770000000000001, 1.407, 1.526, 1.661, 1.808, 1.931, 2.044, 2.1590000000000003, 2.295, 2.428, 2.577, 2.707, 2.841, 2.951, 3.068, 3.165, 3.287, 3.415, 3.537, 3.6550000000000002, 3.7800000000000002, 3.916, 4.018, 4.123, 4.234, 4.372, 4.505, 4.621, 4.757, 4.8870000000000005, 5.015, 5.134, 5.25, 5.474, 5.73, 5.853, 5.955, 6.065, 6.174, 6.444, 6.569, 6.692, 6.82, 7.074, 7.204, 7.6370000000000005, 7.7620000000000005, 7.86, 8.327, 8.683, 8.785, 9.136000000000001, 9.381, 9.499, 9.992]"
